region_cluster_id	n_raw_intervals	n_member_intervals	n_transcripts	n_genes	n_gene_symbols	total_member_bp	mean_member_len	median_member_len	min_member_len	max_member_len	representative_transcript_id	representative_gene_id	representative_transcript_name	representative_gene_symbol	representative_transcript_length	representative_start	representative_end	representative_region_len	top_gene_symbols	source_n_member_intervals	source_n_transcripts	source_n_genes	source_total_member_bp	representative_transcript_header
SR0002406	8	3	3	2	2	1887	629.00	799.00	289	799	ENST00000701042.2	ENSG00000289851.2	ENST00000701042	ENSG00000289851	1570	1	799	799	ENSG00000299817:2;ENSG00000289851:1	3	3	2	1887	ENST00000701042.2|ENSG00000289851.2|-|-|ENST00000701042|ENSG00000289851|1570|
SR0002407	8	3	3	2	2	534	178.00	178.00	178	178	ENST00000843648.1	ENSG00000187600.15	LINC02583-216	LINC02583	1149	254	431	178	LINC02583:2;ENSG00000309857:1	3	3	2	534	ENST00000843648.1|ENSG00000187600.15|OTTHUMG00000153137.5|-|LINC02583-216|LINC02583|1149|
SR0002408	8	3	3	2	2	1352	450.67	411.00	269	672	ENST00000731071.1	ENSG00000295587.1	ENST00000731071	ENSG00000295587	672	1	672	672	WASL-DT:2;ENSG00000295587:1	3	3	2	1352	ENST00000731071.1|ENSG00000295587.1|-|-|ENST00000731071|ENSG00000295587|672|
SR0002409	8	3	3	2	2	261	87.00	87.00	87	87	ENST00000689915.2	ENSG00000223486.2	LINC03053-203	LINC03053	2439	376	462	87	LINC03053:2;ENSG00000289570:1	3	3	2	261	ENST00000689915.2|ENSG00000223486.2|OTTHUMG00000024099.2|-|LINC03053-203|LINC03053|2439|
SR0002410	8	3	3	2	2	492	164.00	165.00	162	165	ENST00000848893.1	ENSG00000310303.1	ENST00000848893	ENSG00000310303	565	6	170	165	ENSG00000310328:2;ENSG00000310303:1	3	3	2	492	ENST00000848893.1|ENSG00000310303.1|-|-|ENST00000848893|ENSG00000310303|565|
SR0002411	4	3	3	2	2	424	141.33	165.00	94	165	ENST00000445814.2	ENSG00000229807.15	XIST-207	XIST	583	379	543	165	XIST:2;TSIX:1	3	3	2	424	ENST00000445814.2|ENSG00000229807.15|OTTHUMG00000021839.13|OTTHUMT00000057242.2|XIST-207|XIST|583|
SR0002412	8	3	3	2	2	480	160.00	181.00	81	218	ENST00000664251.1	ENSG00000232046.9	LINC01798-211	LINC01798	1061	121	338	218	LINC01628:2;LINC01798:1	3	3	2	480	ENST00000664251.1|ENSG00000232046.9|OTTHUMG00000152853.4|OTTHUMT00000524903.1|LINC01798-211|LINC01798|1061|
SR0002413	8	3	3	2	2	512	170.67	186.00	140	186	ENST00000741529.1	ENSG00000260850.5	ENST00000741529	ENSG00000260850	1032	1	186	186	ENSG00000260850:2;ENSG00000296789:1	3	3	2	512	ENST00000741529.1|ENSG00000260850.5|OTTHUMG00000173249.2|-|ENST00000741529|ENSG00000260850|1032|
SR0002414	8	3	3	2	2	561	187.00	187.00	187	187	ENST00000804833.1	ENSG00000304590.1	ENST00000804833	ENSG00000304590	918	286	472	187	ENSG00000304590:2;ENSG00000304610:1	3	3	2	561	ENST00000804833.1|ENSG00000304590.1|-|-|ENST00000804833|ENSG00000304590|918|
SR0002415	8	3	3	2	2	373	124.33	136.00	101	136	ENST00000794842.1	ENSG00000303469.1	ENST00000794842	ENSG00000303469	568	1	136	136	ENSG00000303469:2;ENSG00000303484:1	3	3	2	373	ENST00000794842.1|ENSG00000303469.1|-|-|ENST00000794842|ENSG00000303469|568|
SR0002416	8	3	3	2	2	311	103.67	106.00	99	106	ENST00000811846.1	ENSG00000241163.11	LINC00877-286	LINC00877	506	1	106	106	LINC00877:2;LINC00870:1	3	3	2	311	ENST00000811846.1|ENSG00000241163.11|OTTHUMG00000158784.20|-|LINC00877-286|LINC00877|506|
SR0002417	8	3	3	2	2	754	251.33	269.00	216	269	ENST00000758591.1	ENSG00000298883.1	ENST00000758591	ENSG00000298883	1088	28	296	269	ENSG00000298899:2;ENSG00000298883:1	3	3	2	754	ENST00000758591.1|ENSG00000298883.1|-|-|ENST00000758591|ENSG00000298883|1088|
SR0002418	8	3	3	2	2	479	159.67	160.00	159	160	ENST00000760092.1	ENSG00000236469.2	ENST00000760092	ENSG00000236469	2664	1711	1870	160	ENSG00000228384:2;ENSG00000236469:1	3	3	2	479	ENST00000760092.1|ENSG00000236469.2|OTTHUMG00000153726.4|-|ENST00000760092|ENSG00000236469|2664|
SR0002419	8	3	3	2	2	701	233.67	240.00	221	240	ENST00000725610.1	ENSG00000294743.1	ENST00000725610	ENSG00000294743	565	326	565	240	ENSG00000294743:2;ENSG00000294818:1	3	3	2	701	ENST00000725610.1|ENSG00000294743.1|-|-|ENST00000725610|ENSG00000294743|565|
SR0002420	8	3	3	2	2	1324	441.33	445.00	433	446	ENST00000755067.1	ENSG00000258404.2	LINC02320-204	LINC02320	740	23	468	446	ENSG00000298374:2;LINC02320:1	3	3	2	1324	ENST00000755067.1|ENSG00000258404.2|OTTHUMG00000171690.1|-|LINC02320-204|LINC02320|740|
SR0002421	8	3	3	2	2	397	132.33	144.00	109	144	ENST00000590199.6	ENSG00000267175.6	ENST00000590199	ENSG00000267175	870	395	538	144	ENSG00000267175:2;LINC01544:1	3	3	2	397	ENST00000590199.6|ENSG00000267175.6|OTTHUMG00000180734.1|OTTHUMT00000449440.1|ENST00000590199|ENSG00000267175|870|
SR0002422	8	3	3	2	2	739	246.33	247.00	245	247	ENST00000820026.1	ENSG00000290859.2	ENST00000820026	ENSG00000290859	1046	785	1031	247	ENSG00000290859:2;ENSG00000268595:1	3	3	2	739	ENST00000820026.1|ENSG00000290859.2|-|-|ENST00000820026|ENSG00000290859|1046|
SR0002423	8	3	3	2	2	360	120.00	122.00	116	122	ENST00000669051.1	ENSG00000236648.2	LINC02810-203	LINC02810	1025	1	122	122	LINC02810:2;ENSG00000302710:1	3	3	2	360	ENST00000669051.1|ENSG00000236648.2|OTTHUMG00000002515.4|OTTHUMT00000523313.1|LINC02810-203|LINC02810|1025|
SR0002424	8	3	3	2	2	2047	682.33	709.00	392	946	ENST00000445551.1	ENSG00000237424.1	FOXD2-AS1-201	FOXD2-AS1	2509	1	946	946	ENSG00000307814:2;FOXD2-AS1:1	3	3	2	2047	ENST00000445551.1|ENSG00000237424.1|OTTHUMG00000007949.2|OTTHUMT00000021830.2|FOXD2-AS1-201|FOXD2-AS1|2509|
SR0002425	8	3	3	2	2	1679	559.67	598.00	483	598	ENST00000564287.4	ENSG00000260805.4	ENST00000564287	ENSG00000260805	3933	1302	1899	598	ENSG00000288007:2;ENSG00000260805:1	3	3	2	1679	ENST00000564287.4|ENSG00000260805.4|OTTHUMG00000186548.2|OTTHUMT00000473326.2|ENST00000564287|ENSG00000260805|3933|
SR0002426	8	3	3	2	2	1208	402.67	483.00	242	483	ENST00000595248.1	ENSG00000241570.8	PAQR9-AS1-206	PAQR9-AS1	912	377	859	483	PAQR9-AS1:2;ENSG00000268129:1	3	3	2	1208	ENST00000595248.1|ENSG00000241570.8|OTTHUMG00000159316.4|OTTHUMT00000461807.1|PAQR9-AS1-206|PAQR9-AS1|912|
SR0002427	8	3	3	2	2	494	164.67	179.00	136	179	ENST00000789927.1	ENSG00000302840.1	ENST00000789927	ENSG00000302840	640	429	607	179	ENSG00000302858:2;ENSG00000302840:1	3	3	2	494	ENST00000789927.1|ENSG00000302840.1|-|-|ENST00000789927|ENSG00000302840|640|
SR0002428	8	3	3	2	2	561	187.00	187.00	187	187	ENST00000830653.1	ENSG00000203709.15	MIR29B2CHG-237	MIR29B2CHG	480	1	187	187	ENSG00000289071:2;MIR29B2CHG:1	3	3	2	561	ENST00000830653.1|ENSG00000203709.15|OTTHUMG00000036553.9|-|MIR29B2CHG-237|MIR29B2CHG|480|
SR0002429	8	3	3	2	2	554	184.67	194.00	162	198	ENST00000565320.1	ENSG00000260970.1	ENST00000565320	ENSG00000260970	1463	1228	1425	198	ENSG00000297691:2;ENSG00000260970:1	3	3	2	554	ENST00000565320.1|ENSG00000260970.1|OTTHUMG00000175629.1|OTTHUMT00000430676.1|ENST00000565320|ENSG00000260970|1463|
SR0002430	8	3	3	2	2	2414	804.67	808.00	798	808	ENST00000828692.1	ENSG00000307761.1	ENST00000828692	ENSG00000307761	1431	246	1053	808	ENSG00000307761:2;NHIP:1	3	3	2	2414	ENST00000828692.1|ENSG00000307761.1|-|-|ENST00000828692|ENSG00000307761|1431|
SR0002431	8	3	3	2	2	246	82.00	82.00	82	82	ENST00000831042.1	ENSG00000308095.1	ENST00000831042	ENSG00000308095	392	1	82	82	ENSG00000308111:2;ENSG00000308095:1	3	3	2	246	ENST00000831042.1|ENSG00000308095.1|-|-|ENST00000831042|ENSG00000308095|392|
SR0002432	4	2	2	2	2	2226	1113.00	1113.00	1113	1113	ENST00000603472.1	ENSG00000270681.1	ENST00000603472	ENSG00000270681	1113	1	1113	1113	ENSG00000270681:1;ENSG00000292159:1	2	2	2	2226	ENST00000603472.1|ENSG00000270681.1|OTTHUMG00000161448.1|OTTHUMT00000364977.1|ENST00000603472|ENSG00000270681|1113|
SR0002433	4	2	2	2	2	1226	613.00	613.00	613	613	ENST00000448541.1	ENSG00000231515.1	ENST00000448541	ENSG00000231515	613	1	613	613	ENSG00000231515:1;ENSG00000282507:1	2	2	2	1226	ENST00000448541.1|ENSG00000231515.1|OTTHUMG00000153023.1|OTTHUMT00000329049.1|ENST00000448541|ENSG00000231515|613|
SR0002434	4	2	2	2	2	432	216.00	216.00	216	216	ENST00000429567.3	ENSG00000229312.3	ENST00000429567	ENSG00000229312	445	1	216	216	ENSG00000229312:1;ENSG00000274039:1	2	2	2	432	ENST00000429567.3|ENSG00000229312.3|OTTHUMG00000019981.2|OTTHUMT00000052580.2|ENST00000429567|ENSG00000229312|445|
SR0002435	4	2	2	2	2	1588	794.00	794.00	794	794	ENST00000687674.3	ENSG00000289117.3	ENST00000687674	ENSG00000289117	794	1	794	794	ENSG00000289117:1;ENSG00000291338:1	2	2	2	1588	ENST00000687674.3|ENSG00000289117.3|-|-|ENST00000687674|ENSG00000289117|794|
SR0002436	4	2	2	2	2	756	378.00	378.00	378	378	ENST00000807019.1	ENSG00000304896.1	ENST00000807019	ENSG00000304896	378	1	378	378	ENSG00000304896:1;ENSG00000308817:1	2	2	2	756	ENST00000807019.1|ENSG00000304896.1|-|-|ENST00000807019|ENSG00000304896|378|
SR0002437	4	2	2	2	2	3210	1605.00	1605.00	1605	1605	ENST00000567376.2	ENSG00000261012.2	ENST00000567376	ENSG00000261012	1605	1	1605	1605	ENSG00000261012:1;ENSG00000291543:1	2	2	2	3210	ENST00000567376.2|ENSG00000261012.2|OTTHUMG00000175749.2|OTTHUMT00000431026.2|ENST00000567376|ENSG00000261012|1605|
SR0002438	4	2	2	2	2	864	432.00	432.00	432	432	ENST00000691762.1	ENSG00000243273.2	ENST00000691762	ENSG00000243273	656	223	654	432	ENSG00000243273:1;SIAH2-AS1:1	2	2	2	864	ENST00000691762.1|ENSG00000243273.2|OTTHUMG00000159849.1|-|ENST00000691762|ENSG00000243273|656|
SR0002439	4	2	2	2	2	848	424.00	424.00	424	424	ENST00000572590.1	ENSG00000263271.1	ENST00000572590	ENSG00000263271	424	1	424	424	ENSG00000263271:1;ENSG00000291416:1	2	2	2	848	ENST00000572590.1|ENSG00000263271.1|OTTHUMG00000177954.1|OTTHUMT00000439910.1|ENST00000572590|ENSG00000263271|424|
SR0002440	4	2	2	2	2	1687	843.50	843.50	834	853	ENST00000799772.1	ENSG00000203279.7	ENST00000799772	ENSG00000203279	1617	616	1468	853	SUGT1-DT:1;ENSG00000203279:1	2	2	2	1687	ENST00000799772.1|ENSG00000203279.7|OTTHUMG00000020321.3|-|ENST00000799772|ENSG00000203279|1617|
SR0002441	4	2	2	2	2	1392	696.00	696.00	696	696	ENST00000648703.1	ENSG00000285949.1	ENST00000648703	ENSG00000285949	696	1	696	696	ENSG00000285949:1;ENSG00000285619:1	2	2	2	1392	ENST00000648703.1|ENSG00000285949.1|-|-|ENST00000648703|ENSG00000285949|696|
SR0002442	4	2	2	2	2	1388	694.00	694.00	694	694	ENST00000427017.1	ENSG00000236173.1	ENST00000427017	ENSG00000236173	694	1	694	694	ENSG00000236173:1;ENSG00000281249:1	2	2	2	1388	ENST00000427017.1|ENSG00000236173.1|OTTHUMG00000016072.1|OTTHUMT00000043247.1|ENST00000427017|ENSG00000236173|694|
SR0002443	4	2	2	2	2	886	443.00	443.00	443	443	ENST00000623591.1	ENSG00000279799.1	ENST00000623591	ENSG00000279799	457	15	457	443	ENSG00000279799:1;ENSG00000295438:1	2	2	2	886	ENST00000623591.1|ENSG00000279799.1|OTTHUMG00000163060.1|OTTHUMT00000371546.1|ENST00000623591|ENSG00000279799|457|
SR0002444	4	2	2	2	2	1414	707.00	707.00	707	707	ENST00000602443.1	ENSG00000270076.1	ENST00000602443	ENSG00000270076	707	1	707	707	ENSG00000270076:1;ENSG00000284784:1	2	2	2	1414	ENST00000602443.1|ENSG00000270076.1|OTTHUMG00000183970.1|OTTHUMT00000467637.1|ENST00000602443|ENSG00000270076|707|
SR0002445	4	2	2	2	2	216	108.00	108.00	108	108	ENST00000662661.1	ENSG00000254254.8	PENK-AS1-203	PENK-AS1	6813	6001	6108	108	PENK-AS1:1;LINC00968:1	2	2	2	216	ENST00000662661.1|ENSG00000254254.8|OTTHUMG00000164410.3|OTTHUMT00000527410.1|PENK-AS1-203|PENK-AS1|6813|
SR0002446	4	2	2	2	2	334	167.00	167.00	167	167	ENST00000765028.1	ENSG00000260834.3	ENST00000765028	ENSG00000260834	443	277	443	167	ENSG00000260834:1;LINC02126:1	2	2	2	334	ENST00000765028.1|ENSG00000260834.3|OTTHUMG00000172810.2|-|ENST00000765028|ENSG00000260834|443|
SR0002447	4	2	2	2	2	1020	510.00	510.00	510	510	ENST00000624894.1	ENSG00000279584.1	ENST00000624894	ENSG00000279584	515	1	510	510	ENSG00000279584:1;ENSG00000299814:1	2	2	2	1020	ENST00000624894.1|ENSG00000279584.1|OTTHUMG00000162685.1|OTTHUMT00000370074.1|ENST00000624894|ENSG00000279584|515|
SR0002448	4	2	2	2	2	330	165.00	165.00	165	165	ENST00000623468.1	ENSG00000279164.1	ENST00000623468	ENSG00000279164	1854	166	330	165	ENSG00000279164:1;ENSG00000301398:1	2	2	2	330	ENST00000623468.1|ENSG00000279164.1|OTTHUMG00000175579.1|OTTHUMT00000430537.1|ENST00000623468|ENSG00000279164|1854|
SR0002449	2	2	2	2	2	213	106.50	106.50	106	107	ENST00000839758.1	ENSG00000280241.5	ENST00000839758	ENSG00000280241	522	4	110	107	ENSG00000265728:1;ENSG00000280241:1	2	2	2	213	ENST00000839758.1|ENSG00000280241.5|OTTHUMG00000189143.2|-|ENST00000839758|ENSG00000280241|522|
SR0002450	4	2	2	2	2	648	324.00	324.00	324	324	ENST00000838952.1	ENSG00000233365.3	ENST00000838952	ENSG00000233365	629	281	604	324	ENSG00000233365:1;ENSG00000309166:1	2	2	2	648	ENST00000838952.1|ENSG00000233365.3|OTTHUMG00000015997.2|-|ENST00000838952|ENSG00000233365|629|
SR0002451	4	2	2	2	2	474	237.00	237.00	237	237	ENST00000508188.3	ENSG00000250999.3	ENST00000508188	ENSG00000250999	685	1	237	237	ENSG00000250999:1;ENSG00000304201:1	2	2	2	474	ENST00000508188.3|ENSG00000250999.3|OTTHUMG00000163211.5|OTTHUMT00000372147.2|ENST00000508188|ENSG00000250999|685|
SR0002452	4	2	2	2	2	888	444.00	444.00	444	444	ENST00000549744.2	ENSG00000258082.2	LINC03108-201	LINC03108	1679	1059	1502	444	LINC03108:1;ENSG00000310510:1	2	2	2	888	ENST00000549744.2|ENSG00000258082.2|OTTHUMG00000170191.1|OTTHUMT00000407866.1|LINC03108-201|LINC03108|1679|
SR0002453	4	2	2	2	2	2110	1055.00	1055.00	1055	1055	ENST00000641215.1	ENSG00000290827.1	ENST00000641215	ENSG00000290827	5464	148	1202	1055	ENSG00000290827:1;ENSG00000305344:1	2	2	2	2110	ENST00000641215.1|ENSG00000290827.1|-|OTTHUMT00000493437.1|ENST00000641215|ENSG00000290827|5464|
SR0002454	4	2	2	2	2	1134	567.00	567.00	567	567	ENST00000571660.1	ENSG00000262848.1	ENST00000571660	ENSG00000262848	567	1	567	567	ENSG00000262848:1;ENSG00000282332:1	2	2	2	1134	ENST00000571660.1|ENSG00000262848.1|OTTHUMG00000177319.1|OTTHUMT00000436264.1|ENST00000571660|ENSG00000262848|567|
SR0002455	4	2	2	2	2	1742	871.00	871.00	865	877	ENST00000690637.2	ENSG00000289235.2	ENST00000690637	ENSG00000289235	877	1	877	877	ENSG00000275964:1;ENSG00000289235:1	2	2	2	1742	ENST00000690637.2|ENSG00000289235.2|-|-|ENST00000690637|ENSG00000289235|877|
SR0002456	4	2	2	2	2	378	189.00	189.00	189	189	ENST00000568686.1	ENSG00000261786.1	ENST00000568686	ENSG00000261786	5067	1	189	189	ENSG00000261786:1;ENSG00000280435:1	2	2	2	378	ENST00000568686.1|ENSG00000261786.1|OTTHUMG00000175704.1|OTTHUMT00000430883.1|ENST00000568686|ENSG00000261786|5067|
SR0002457	4	2	2	2	2	196	98.00	98.00	98	98	ENST00000764137.1	ENSG00000228566.3	ENST00000764137	ENSG00000228566	734	1	98	98	ENSG00000228566:1;ENSG00000299544:1	2	2	2	196	ENST00000764137.1|ENSG00000228566.3|OTTHUMG00000018320.2|-|ENST00000764137|ENSG00000228566|734|
SR0002458	4	2	2	2	2	1630	815.00	815.00	815	815	ENST00000624221.1	ENSG00000280159.1	ENST00000624221	ENSG00000280159	2431	56	870	815	ENSG00000280159:1;ENSG00000294127:1	2	2	2	1630	ENST00000624221.1|ENSG00000280159.1|OTTHUMG00000173471.1|OTTHUMT00000423226.1|ENST00000624221|ENSG00000280159|2431|
SR0002459	4	2	2	2	2	1860	930.00	930.00	930	930	ENST00000555591.1	ENSG00000258973.1	ENST00000555591	ENSG00000258973	930	1	930	930	ENSG00000258973:1;ENSG00000285511:1	2	2	2	1860	ENST00000555591.1|ENSG00000258973.1|OTTHUMG00000171754.1|OTTHUMT00000414972.1|ENST00000555591|ENSG00000258973|930|
SR0002460	4	2	2	2	2	2938	1469.00	1469.00	1469	1469	ENST00000671360.1	ENSG00000286939.1	ENST00000671360	ENSG00000286939	1469	1	1469	1469	ENSG00000286939:1;ENSG00000292193:1	2	2	2	2938	ENST00000671360.1|ENSG00000286939.1|OTTHUMG00000194694.1|OTTHUMT00000520868.1|ENST00000671360|ENSG00000286939|1469|
SR0002461	4	2	2	2	2	488	244.00	244.00	244	244	ENST00000599109.5	ENSG00000268230.5	ENST00000599109	ENSG00000268230	3322	344	587	244	ENSG00000268230:1;ZNF497-AS2:1	2	2	2	488	ENST00000599109.5|ENSG00000268230.5|OTTHUMG00000183515.1|OTTHUMT00000466957.1|ENST00000599109|ENSG00000268230|3322|
SR0002462	4	2	2	2	2	430	215.00	215.00	215	215	ENST00000568984.1	ENSG00000260173.1	ENST00000568984	ENSG00000260173	393	1	215	215	ENSG00000260173:1;ENSG00000300487:1	2	2	2	430	ENST00000568984.1|ENSG00000260173.1|OTTHUMG00000172861.1|OTTHUMT00000420921.1|ENST00000568984|ENSG00000260173|393|
SR0002463	4	2	2	2	2	1672	836.00	836.00	836	836	ENST00000574212.1	ENSG00000263335.1	ENST00000574212	ENSG00000263335	836	1	836	836	ENSG00000263335:1;ENSG00000282287:1	2	2	2	1672	ENST00000574212.1|ENSG00000263335.1|OTTHUMG00000177385.1|OTTHUMT00000436658.1|ENST00000574212|ENSG00000263335|836|
SR0002464	4	2	2	2	2	656	328.00	328.00	328	328	ENST00000651871.1	ENSG00000286063.1	ENST00000651871	ENSG00000286063	4106	786	1113	328	ENSG00000286063:1;LINC01523:1	2	2	2	656	ENST00000651871.1|ENSG00000286063.1|OTTHUMG00000192795.1|OTTHUMT00000499166.1|ENST00000651871|ENSG00000286063|4106|
SR0002465	4	2	2	2	2	1638	819.00	819.00	819	819	ENST00000804763.1	ENSG00000304584.1	ENST00000804763	ENSG00000304584	833	11	829	819	ENSG00000304584:1;ENSG00000306017:1	2	2	2	1638	ENST00000804763.1|ENSG00000304584.1|-|-|ENST00000804763|ENSG00000304584|833|
SR0002466	2	2	2	2	2	180	90.00	90.00	87	93	ENST00000657701.1	ENSG00000227195.12	MIR663AHG-274	MIR663AHG	1407	1	93	93	LINC00273:1;MIR663AHG:1	2	2	2	180	ENST00000657701.1|ENSG00000227195.12|OTTHUMG00000032149.130|OTTHUMT00000518023.1|MIR663AHG-274|MIR663AHG|1407|
SR0002467	4	2	2	2	2	296	148.00	148.00	148	148	ENST00000450681.1	ENSG00000238270.1	ENST00000450681	ENSG00000238270	414	1	148	148	ENSG00000238270:1;ENSG00000287472:1	2	2	2	296	ENST00000450681.1|ENSG00000238270.1|OTTHUMG00000035527.2|OTTHUMT00000474877.1|ENST00000450681|ENSG00000238270|414|
SR0002468	4	2	2	2	2	192	96.00	96.00	96	96	ENST00000665567.1	ENSG00000259343.10	TMC3-AS1-215	TMC3-AS1	845	1	96	96	TMC3-AS1:1;LINC01418:1	2	2	2	192	ENST00000665567.1|ENSG00000259343.10|OTTHUMG00000172313.7|OTTHUMT00000513334.1|TMC3-AS1-215|TMC3-AS1|845|
SR0002469	2	2	2	2	2	178	89.00	89.00	89	89	ENST00000663568.1	ENSG00000287344.2	ENST00000663568	ENSG00000287344	2185	956	1044	89	ENSG00000287344:1;ENSG00000286737:1	2	2	2	178	ENST00000663568.1|ENSG00000287344.2|OTTHUMG00000195769.1|OTTHUMT00000528648.1|ENST00000663568|ENSG00000287344|2185|
SR0002470	2	2	2	2	2	185	92.50	92.50	92	93	ENST00000627566.1	ENSG00000280650.1	KCNIP4-IT1-201	KCNIP4-IT1	9848	9722	9814	93	ENSG00000257275:1;KCNIP4-IT1:1	2	2	2	185	ENST00000627566.1|ENSG00000280650.1|OTTHUMG00000189553.1|OTTHUMT00000479956.1|KCNIP4-IT1-201|KCNIP4-IT1|9848|
SR0002471	4	2	2	2	2	698	349.00	349.00	349	349	ENST00000794096.1	ENSG00000303391.1	ENST00000794096	ENSG00000303391	2134	1	349	349	ENSG00000303391:1;ENSG00000303411:1	2	2	2	698	ENST00000794096.1|ENSG00000303391.1|-|-|ENST00000794096|ENSG00000303391|2134|
SR0002472	4	2	2	2	2	634	317.00	317.00	317	317	ENST00000701087.2	ENSG00000289854.2	ENST00000701087	ENSG00000289854	1213	1	317	317	ENSG00000289854:1;ENSG00000303642:1	2	2	2	634	ENST00000701087.2|ENSG00000289854.2|-|-|ENST00000701087|ENSG00000289854|1213|
SR0002473	4	2	2	2	2	1303	651.50	651.50	651	652	ENST00000701176.1	ENSG00000246394.9	ZNF84-DT-203	ZNF84-DT	1166	456	1107	652	ZNF84-DT:1;ENSG00000300389:1	2	2	2	1303	ENST00000701176.1|ENSG00000246394.9|OTTHUMG00000167937.11|-|ZNF84-DT-203|ZNF84-DT|1166|
SR0002474	4	2	2	2	2	782	391.00	391.00	391	391	ENST00000606756.1	ENSG00000272472.1	ENST00000606756	ENSG00000272472	1384	994	1384	391	ENSG00000272472:1;ENSG00000298149:1	2	2	2	782	ENST00000606756.1|ENSG00000272472.1|OTTHUMG00000185409.1|OTTHUMT00000470462.1|ENST00000606756|ENSG00000272472|1384|
SR0002475	4	2	2	2	2	344	172.00	172.00	172	172	ENST00000528319.1	ENSG00000255429.1	ENST00000528319	ENSG00000255429	231	1	172	172	ENSG00000255429:1;ENSG00000294854:1	2	2	2	344	ENST00000528319.1|ENSG00000255429.1|OTTHUMG00000167618.1|OTTHUMT00000395414.1|ENST00000528319|ENSG00000255429|231|
SR0002476	4	2	2	2	2	198	99.00	99.00	99	99	ENST00000672270.1	ENSG00000288177.2	ENST00000672270	ENSG00000288177	2392	1973	2071	99	ENSG00000288177:1;ENSG00000303183:1	2	2	2	198	ENST00000672270.1|ENSG00000288177.2|OTTHUMG00000166662.3|OTTHUMT00000391039.3|ENST00000672270|ENSG00000288177|2392|
SR0002477	4	2	2	2	2	496	248.00	248.00	248	248	ENST00000599511.2	ENSG00000268324.3	LRRC2-AS1-201	LRRC2-AS1	3113	1965	2212	248	LRRC2-AS1:1;ENSG00000288718:1	2	2	2	496	ENST00000599511.2|ENSG00000268324.3|OTTHUMG00000187144.1|OTTHUMT00000474484.1|LRRC2-AS1-201|LRRC2-AS1|3113|
SR0002478	4	2	2	2	2	1704	852.00	852.00	852	852	ENST00000623965.1	ENSG00000279480.1	ENST00000623965	ENSG00000279480	852	1	852	852	ENSG00000279480:1;ENSG00000288298:1	2	2	2	1704	ENST00000623965.1|ENSG00000279480.1|OTTHUMG00000168257.1|OTTHUMT00000398990.1|ENST00000623965|ENSG00000279480|852|
SR0002479	4	2	2	2	2	1826	913.00	913.00	913	913	ENST00000689319.1	ENSG00000288892.1	PEARL1-201	PEARL1	913	1	913	913	PEARL1:1;ENSG00000291698:1	2	2	2	1826	ENST00000689319.1|ENSG00000288892.1|-|-|PEARL1-201|PEARL1|913|
SR0002480	4	2	2	2	2	750	375.00	375.00	375	375	ENST00000557953.2	ENSG00000259759.2	ENST00000557953	ENSG00000259759	690	1	375	375	ENSG00000259759:1;ENSG00000296417:1	2	2	2	750	ENST00000557953.2|ENSG00000259759.2|OTTHUMG00000172229.2|OTTHUMT00000417407.2|ENST00000557953|ENSG00000259759|690|
SR0002481	4	2	2	2	2	1182	591.00	591.00	591	591	ENST00000817308.1	ENSG00000306376.1	ENST00000817308	ENSG00000306376	591	1	591	591	ENSG00000306376:1;ENSG00000310460:1	2	2	2	1182	ENST00000817308.1|ENSG00000306376.1|-|-|ENST00000817308|ENSG00000306376|591|
SR0002482	4	2	2	2	2	1362	681.00	681.00	681	681	ENST00000631632.1	ENSG00000282484.1	ENST00000631632	ENSG00000282484	2761	2081	2761	681	ENSG00000282484:1;ENSG00000288782:1	2	2	2	1362	ENST00000631632.1|ENSG00000282484.1|OTTHUMG00000190657.1|OTTHUMT00000485483.1|ENST00000631632|ENSG00000282484|2761|
SR0002483	4	2	2	2	2	1310	655.00	655.00	655	655	ENST00000623080.1	ENSG00000279423.1	ENST00000623080	ENSG00000279423	671	1	655	655	ENSG00000279423:1;ENSG00000303346:1	2	2	2	1310	ENST00000623080.1|ENSG00000279423.1|OTTHUMG00000171337.1|OTTHUMT00000413025.1|ENST00000623080|ENSG00000279423|671|
SR0002484	4	2	2	2	2	268	134.00	134.00	134	134	ENST00000418803.1	ENSG00000230149.2	ENST00000418803	ENSG00000230149	527	280	413	134	ENSG00000230149:1;ENSG00000244491:1	2	2	2	268	ENST00000418803.1|ENSG00000230149.2|OTTHUMG00000151089.1|OTTHUMT00000321250.1|ENST00000418803|ENSG00000230149|527|
SR0002485	4	2	2	2	2	358	179.00	179.00	179	179	ENST00000702876.2	ENSG00000234807.10	JUN-DT-208	JUN-DT	993	815	993	179	JUN-DT:1;ENSG00000309812:1	2	2	2	358	ENST00000702876.2|ENSG00000234807.10|OTTHUMG00000008377.4|-|JUN-DT-208|JUN-DT|993|
SR0002486	4	2	2	2	2	1703	851.50	851.50	844	859	ENST00000804350.1	ENSG00000304527.1	ENST00000804350	ENSG00000304527	871	8	866	859	ENSG00000304527:1;B3GALT5-AS1:1	2	2	2	1703	ENST00000804350.1|ENSG00000304527.1|-|-|ENST00000804350|ENSG00000304527|871|
SR0002487	4	2	2	2	2	506	253.00	253.00	253	253	ENST00000680285.1	ENSG00000290840.2	XGY2-204	XGY2	1492	1	253	253	XGY2:1;ENSG00000296286:1	2	2	2	506	ENST00000680285.1|ENSG00000290840.2|-|-|XGY2-204|XGY2|1492|
